numerical_file_id,file_id,file_name,file_type
9213628939427409,BAACAgUAAxkBAAIBwWVEumWO5T7G_I19c6kiq2Ce372WAAJDDAACnkEZVlI6Z2dESnSKMwQ,117 - Fungi and Parasites - Protozoal Infections @Vid4Med.mp4,Video
0309407423044053,BAACAgUAAxkBAAIBwmVEumWzLd14TmMdPhYMiAethseWAAJFDAACnkEZVqnuJ5GodZmMMwQ,118 - HIV - HIV Complications @Vid4Med.mp4,Video
2721879716327647,BAACAgUAAxkBAAIBw2VEumXaDwdcujNoQiC3sIHZlTUhAAJGDAACnkEZVmgWyBR4RX4eMwQ,119 - HIV - HIV Drugs @Vid4Med.mp4,Video
1486033950168417,BAACAgUAAxkBAAIBxGVEumUrPEseOemwRPrGpBDyw8mgAAJIDAACnkEZVuSYTPKBmxJkMwQ,120 - HIV - HIV Infection @Vid4Med.mp4,Video
6208921416751239,BAACAgUAAxkBAAIBxWVEumXHrVZGqYx_Z-T6B3g7VIJYAAJMDAACnkEZVhS_94VUXXlCMwQ,121 - Other Topics - Adult Vaccinations @Vid4Med.mp4,Video
3580906992478518,BAACAgUAAxkBAAIBxmVEumVBPcZyoN5zGm4ZAVreX-38AAJPDAACnkEZVgqre02tvrNcMwQ,122 - Other Topics - Meningitis @Vid4Med.mp4,Video
4270186937291723,BAACAgUAAxkBAAIBx2VEumXvZI03XrdlcF9PWuNuemtRAAJQDAACnkEZVhwBEhsmsrl_MwQ,123_Other_Topics_Sexually_transmitted_Infections_@Vid4Med.mp4,Video
4705438010916252,BAACAgUAAxkBAAIByGVEumXhiavVSwp1TP0oU580f5T0AAJRDAACnkEZVrdn4VtgrsLGMwQ,124 - Other Topics - Tick-borne Illnesses @Vid4Med.mp4,Video
8106394605020834,BAACAgUAAxkBAAIByWVEumXOxr5iO2ZMTBTy_gABZzuZ_AACUgwAAp5BGVbOjHqRJxHEkDME,125 - Other Topics - Tuberculosis @Vid4Med.mp4,Video
9076780012796898,BAACAgUAAxkBAAIBymVEumUqQ07lDJ0iVpy6MY-ObH-VAAJTDAACnkEZVo9x-cZMzRwaMwQ,126_Demyelinating_Disorders_Demyelinating_Disorders_@Vid4Med.mp4,Video
3779075410527652,BAACAgUAAxkBAAIBy2VEumXTXq6hQcv674bvJISbgRa-AAJUDAACnkEZVuZGhRxBAo0DMwQ,127 - Demyelinating Disorders - Multiple Sclerosis @Vid4Med.mp4,Video
8728000887031620,BAACAgUAAxkBAAIBzGVEumUR1wABBzz60WxvEK0KGqBjMAACVQwAAp5BGVaSO3HC1DA9zzME,128 - Movement Disorders - Movement Disorders @Vid4Med.mp4,Video
5493788541313900,BAACAgUAAxkBAAIBzWVEumVwqjBN00-aeoOuU53qoGHXAAJWDAACnkEZVu0uh0FZvFj4MwQ,129 - Movement Disorders - Parkinson_s Disease @Vid4Med.mp4,Video
7709376648162040,BAACAgUAAxkBAAIBzmVEumUYAAGEiKuUg3XMp7_aAn3vrwACVwwAAp5BGVagxfviqAqTDDME,130 - OtherTopics - Altered Mental Status @Vid4Med.mp4,Video
2229488552087939,BAACAgUAAxkBAAIBz2VEumWfdF-zdCnj2-3TWAQIAqw5AAJYDAACnkEZVgABN_kEoHMZ8jME,131 - OtherTopics - Cerebellar Disorders @Vid4Med.mp4,Video
5228811379570519,BAACAgUAAxkBAAIB0GVEumVvdKbmxxVCYSWSv-K5f5_zAAJZDAACnkEZVpociw5zw9x6MwQ,132 - OtherTopics - CNS Malignancy @Vid4Med.mp4,Video
1092884020889187,BAACAgUAAxkBAAIB0WVEumVmW7Pzffkq43LDnP8Q-Y6dAAJaDAACnkEZVsrfMO9nXRCUMwQ,133 - OtherTopics - Congenital Neurology @Vid4Med.mp4,Video
0607906369163084,BAACAgUAAxkBAAIB0mVEumXRBCOj5IdhHkn8NsJBkwVpAAJbDAACnkEZVqlZeuhsp4RlMwQ,134 - OtherTopics - Dementia @Vid4Med.mp4,Video
7974351504075994,BAACAgUAAxkBAAIB02VEumULYe1J_D2B1yvorGrwiMteAAJcDAACnkEZVm_nlJqG84YAATME,135 - OtherTopics - Headache @Vid4Med.mp4,Video
8233380157726156,BAACAgUAAxkBAAIB1GVEumWdsPPp297x72p2qxnn7XZPAAJhDAACnkEZVitlY3IIG6v9MwQ,136 - OtherTopics - Intracranial Hypertension @Vid4Med.mp4,Video
1179945429207750,BAACAgUAAxkBAAIB1WVEumVYiYm3QkL8oRUbWeP8P50oAAJlDAACnkEZVkK_otplFYSJMwQ,137 - OtherTopics - Neuromuscular Disease @Vid4Med.mp4,Video
1973917777835243,BAACAgUAAxkBAAIB1mVEumXP1rCbwKP8Tst9ZRFc1JCMAAJqDAACnkEZVk7AgarGi72mMwQ,138 - OtherTopics - Spinal Cord Disorders @Vid4Med.mp4,Video
0693332568820857,BAACAgUAAxkBAAIB12VEumVhfd8Mf_kFjMLX658eJ_hxAAJrDAACnkEZVi0NSrUntY6cMwQ,139 - OtherTopics - Syncope @Vid4Med.mp4,Video
7618406578570502,BAACAgUAAxkBAAIB2GVEumWWsJH1Ghn2tqT4fq1iBP2NAAJtDAACnkEZViUEgnYVbc99MwQ,140 - OtherTopics - Traumatic Brain Injury @Vid4Med.mp4,Video
1397579795398734,BAACAgUAAxkBAAIB2WVEumXaYM1ATvUFo2lEk3IRUIRYAAJuDAACnkEZVqXvQ6PJnY3MMwQ,141 - OtherTopics - Ventricular Pathology @Vid4Med.mp4,Video
2348553776177788,BAACAgUAAxkBAAIB2mVEumV-Nbdj4E9c2RcchUsjLdn7AAJvDAACnkEZVmOD_MSanGniMwQ,142 - OtherTopics - Vertigo @Vid4Med.mp4,Video
3141935492679004,BAACAgUAAxkBAAIB22VEumXXkpSATj6Wt8YHiUzJl169AAJwDAACnkEZVn-34FQdwzToMwQ,143 - Seizures - Seizure Treatment @Vid4Med.mp4,Video
4717440223204648,BAACAgUAAxkBAAIB3GVEumV_fdrMfuViMAbQzTA_JcvpAAJxDAACnkEZVm9LA45w1bNzMwQ,144 - Seizures - Seizures @Vid4Med.mp4,Video
6333205720280080,BAACAgUAAxkBAAIB3WVEumUDz4RNQEKnHL4ieOEzvl56AAJyDAACnkEZVmc-1sYYITTDMwQ,145 Stroke and Hemorrhage - Intracranial Bleeding @Vid4Med.mp4,Video
1991818081120437,BAACAgUAAxkBAAIB3mVEumU_1NreGtA_lJkvWE7LGuNUAAJzDAACnkEZVvGHJpImP3G1MwQ,146 - Stroke and Hemorrhage - Stroke I @Vid4Med.mp4,Video
5310742263623825,BAACAgUAAxkBAAIB32VEumWOFcsia7xBSJkzKAJ65RcYAAJ2DAACnkEZVs8b1y5vwaOCMwQ,147 - Stroke and Hemorrhage - Stroke II @Vid4Med.mp4,Video
7096460574390683,BAACAgUAAxkBAAIB4GVEumXkWloqrJjO8o1GAQoG9rBSAAJ7DAACnkEZVuynVLeqpTvhMwQ,148 - Breast - Breast cancer @Vid4Med.mp4,Video
2974122687724582,BAACAgUAAxkBAAIB4WVEumVtfgLw6GfLcdAlXN2lvgVPAAKBDAACnkEZVhkyfXIE370IMwQ,149 - Breast - Breast Masses @Vid4Med.mp4,Video
8748863982927897,BAACAgUAAxkBAAIB4mVEumUH0T0uTF4FWLGZl9QWQlMLAAKCDAACnkEZVlrNp1dGnKdiMwQ,150 - Gynecology - Abnormal Uterine Bleeding @Vid4Med.mp4,Video
4732639572720486,BAACAgUAAxkBAAIB42VEumWY-ctcyLALD8juzdmanrc6AAKDDAACnkEZVoyLWsT7NY1JMwQ,151 - Gynecology - Adnexal Masses @Vid4Med.mp4,Video
5656008218150431,BAACAgUAAxkBAAIB5GVEumVggxA3WitB5C1pVBXXg33ZAAKGDAACnkEZVjavDJx7mfiDMwQ,152 - Gynecology - Cervical Cancer @Vid4Med.mp4,Video
0979127892743795,BAACAgUAAxkBAAIB5WVEumXtzdeWbP9C_57sjsXWyYvRAAKIDAACnkEZVkBIng6J1UwNMwQ,153 - Gynecology - Contraception @Vid4Med.mp4,Video
1403675870900011,BAACAgUAAxkBAAIB5mVEumWLfXRtlK2pB0xRKCGGomgkAAKJDAACnkEZVg3fzXf8jr7fMwQ,154 - Gynecology - Dysmenorrhea @Vid4Med.mp4,Video
1274758900112359,BAACAgUAAxkBAAIB52VEumXR42IUJkgwiWwVaJsAAdqHMAACigwAAp5BGVb5h4ngfPXmuzME,155 - Gynecology - Menstrual Cycle @Vid4Med.mp4,Video
7519671735472234,BAACAgUAAxkBAAIB6GVEumV2fudr6gGXAoFn7scznNUAA4sMAAKeQRlWcP49Vc9VkHkzBA,156 - Gynecology - Ovarian Neoplasia @Vid4Med.mp4,Video
4233175217512542,BAACAgUAAxkBAAIB6WVEumXDmsCntWeCVrxFxhQWLq5UAAKMDAACnkEZVrLRfHVcZqa5MwQ,157 - Gynecology - Pelvic Inflammatory Disease @Vid4Med.mp4,Video
9954943012367077,BAACAgUAAxkBAAIB6mVEumWyuPz0cC1UoBBOJI0OjIZ5AAKNDAACnkEZVui50VVQbzu-MwQ,158 - Gynecology - Primary Amenorrhea @Vid4Med.mp4,Video
4620764918580438,BAACAgUAAxkBAAIB62VEumVQmmoJkeYxJMrfFfe0tMWZAAKODAACnkEZVjKqCV7qoiGBMwQ,159 - Gynecology - Secondary Amenorrhea @Vid4Med.mp4,Video
